variant	engine	threads	zipf	rw	ops	batch_size	exit_code	elapsed_sec	average_commit	average_abort	total_commit	log_path
current	aria	1	0.2	80	10	4096	0	27	38424.1	897.5	38424.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs4096_zipf_0.2.log
current	aria	1	0.2	80	100	1024	0	27	2934.6	6179	2934.6	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs1024_zipf_0.2.log
current	aria	1	0.2	80	100	2048	0	28	1517.8	7698.2	1517.8	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs2048_zipf_0.2.log
current	aria	1	0.2	80	100	4096	0	27	774.8	8646	774.8	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs4096_zipf_0.2.log
current	aria	1	0.4	50	10	1024	0	27	31408.9	1461.5	31408.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs1024_zipf_0.4.log
current	aria	1	0.4	50	10	2048	0	28	29523.4	2835	29523.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs2048_zipf_0.4.log
current	aria	1	0.4	50	10	4096	0	27	26266.3	5272.9	26266.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs4096_zipf_0.4.log
current	aria	1	0.4	50	100	1024	0	27	506.9	5739.5	506.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs1024_zipf_0.4.log
current	aria	1	0.4	50	100	2048	0	28	225.7	5508.7	225.7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs2048_zipf_0.4.log
current	aria	1	0.4	50	100	4096	0	27	120.2	6023.8	120.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs4096_zipf_0.4.log
current	aria	1	0.4	80	10	1024	0	28	41047.9	321.7	41047.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs1024_zipf_0.4.log
current	aria	1	0.4	80	10	2048	0	27	39055.3	675.9	39055.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs2048_zipf_0.4.log
current	aria	1	0.4	80	10	4096	0	27	37103.1	1399.3	37103.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs4096_zipf_0.4.log
current	aria	1	0.4	80	100	1024	0	27	1960.3	6743.7	1960.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs1024_zipf_0.4.log
current	aria	1	0.4	80	100	2048	0	27	1057.5	8158.5	1057.5	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs2048_zipf_0.4.log
current	aria	1	0.4	80	100	4096	0	27	541.8	8879	541.8	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs4096_zipf_0.4.log
current	aria	1	0.6	50	10	1024	0	28	27846	5741.2	27846	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs1024_zipf_0.6.log
current	aria	1	0.6	50	10	2048	0	27	24313.2	8864.4	24313.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs2048_zipf_0.6.log
current	aria	1	0.6	50	10	4096	0	27	19886.7	12881.3	19886.7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs4096_zipf_0.6.log
current	aria	1	0.6	50	100	1024	0	28	113.4	6235.4	113.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs1024_zipf_0.6.log
current	aria	1	0.6	50	100	2048	0	27	56.3	6292.5	56.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs2048_zipf_0.6.log
current	aria	1	0.6	50	100	4096	0	28	28.5	6115.5	28.5	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs4096_zipf_0.6.log
current	aria	1	0.6	80	10	1024	0	27	40113.9	1870.1	40113.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs1024_zipf_0.6.log
current	aria	1	0.6	80	10	2048	0	27	38365.2	3209.2	38365.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs2048_zipf_0.6.log
current	aria	1	0.6	80	10	4096	0	28	35515.3	5444.7	35515.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs4096_zipf_0.6.log
current	aria	1	0.6	80	100	1024	0	27	656.9	9173.5	656.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs1024_zipf_0.6.log
current	aria	1	0.6	80	100	2048	0	27	320.3	9510.1	320.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs2048_zipf_0.6.log
current	aria	1	0.6	80	100	4096	0	28	165.3	9665.1	165.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs4096_zipf_0.6.log
current	aria	1	0.8	50	10	1024	0	27	13907.2	21420.8	13907.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs1024_zipf_0.8.log
current	aria	1	0.8	50	10	2048	0	27	10608.4	24412.4	10608.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs2048_zipf_0.8.log
current	aria	1	0.8	50	10	4096	0	27	7652.1	27163.9	7652.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs4096_zipf_0.8.log
current	aria	1	0.8	50	100	1024	0	28	10.4	6748	10.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs1024_zipf_0.8.log
current	aria	1	0.8	50	100	2048	0	27	4.9	6753.5	4.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs2048_zipf_0.8.log
current	aria	1	0.8	50	100	4096	0	28	3.5	6959.7	3.5	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs4096_zipf_0.8.log
current	aria	1	0.8	80	10	1024	0	27	31718.9	12210.7	31718.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs1024_zipf_0.8.log
current	aria	1	0.8	80	10	2048	0	27	28384.3	15238.1	28384.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs2048_zipf_0.8.log
current	aria	1	0.8	80	10	4096	0	28	24374.9	18223.5	24374.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs4096_zipf_0.8.log
current	aria	1	0.8	80	100	1024	0	27	66.7	10582.9	66.7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs1024_zipf_0.8.log
current	aria	1	0.8	80	100	2048	0	27	33.7	10615.9	33.7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs2048_zipf_0.8.log
current	aria	1	0.8	80	100	4096	0	28	15.4	9815	15.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs4096_zipf_0.8.log
current	aria	1	0.9	50	10	1024	0	27	6310.4	28096	6310.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs1024_zipf_0.9.log
current	aria	1	0.9	50	10	2048	0	27	4756.8	30878.4	4756.8	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs2048_zipf_0.9.log
current	aria	1	0.9	50	10	4096	0	28	3276.9	31539.1	3276.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops10_bs4096_zipf_0.9.log
current	aria	1	0.9	50	100	1024	0	27	7	7058.6	7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs1024_zipf_0.9.log
current	aria	1	0.9	50	100	2048	0	27	3.5	6959.7	3.5	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs2048_zipf_0.9.log
current	aria	1	0.9	50	100	4096	0	27	1.7	6961.5	1.7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw50_ops100_bs4096_zipf_0.9.log
current	aria	1	0.9	80	10	1024	0	27	23372.9	20659.1	23372.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs1024_zipf_0.9.log
current	aria	1	0.9	80	10	2048	0	27	20463.4	23159	20463.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs2048_zipf_0.9.log
current	aria	1	0.9	80	10	4096	0	27	17768.9	25239.1	17768.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops10_bs4096_zipf_0.9.log
current	aria	1	0.9	80	100	1024	0	27	24.3	11137.3	24.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs1024_zipf_0.9.log
current	aria	1	0.9	80	100	2048	0	27	11.6	11047.6	11.6	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs2048_zipf_0.9.log
current	aria	1	0.9	80	100	4096	0	27	7.5	11461.3	7.5	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t1_k40000_rw80_ops100_bs4096_zipf_0.9.log
current	aria	2	0.0	50	10	1024	0	27	90763.1	2523.3	90763.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs1024_zipf_0.0.log
current	aria	2	0.0	50	10	2048	0	27	87380	4984.8	87380	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs2048_zipf_0.0.log
current	aria	2	0.0	50	10	4096	0	27	78853.1	9620.5	78853.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs4096_zipf_0.0.log
current	aria	2	0.0	50	100	1024	0	26	1630.2	11272.2	1630.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs1024_zipf_0.0.log
current	aria	2	0.0	50	100	2048	0	26	833	12274.2	833	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs2048_zipf_0.0.log
current	aria	2	0.0	50	100	4096	0	27	405.8	12701.4	405.8	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs4096_zipf_0.0.log
current	aria	2	0.0	80	10	1024	0	27	130147	599.2	130147	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs1024_zipf_0.0.log
current	aria	2	0.0	80	10	2048	0	27	130220	1261.6	130220	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs2048_zipf_0.0.log
current	aria	2	0.0	80	10	4096	0	27	125138	2657.2	125138	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs4096_zipf_0.0.log
current	aria	2	0.0	80	100	1024	0	26	6796.4	13171.6	6796.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs1024_zipf_0.0.log
current	aria	2	0.0	80	100	2048	0	26	3535.1	16740.1	3535.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs2048_zipf_0.0.log
current	aria	2	0.0	80	100	4096	0	27	1774.3	18705.7	1774.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs4096_zipf_0.0.log
current	aria	2	0.2	50	10	1024	0	27	64354.7	1898.1	64354.7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs1024_zipf_0.2.log
current	aria	2	0.2	50	10	2048	0	27	61775	3761	61775	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs2048_zipf_0.2.log
current	aria	2	0.2	50	10	4096	0	27	56529.6	7368	56529.6	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs4096_zipf_0.2.log
current	aria	2	0.2	50	100	1024	0	26	1456.6	10828.1	1456.6	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs1024_zipf_0.2.log
current	aria	2	0.2	50	100	2048	0	27	731.3	11556.7	731.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs2048_zipf_0.2.log
current	aria	2	0.2	50	100	4096	0	27	359.1	11928.9	359.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs4096_zipf_0.2.log
current	aria	2	0.2	80	10	1024	0	27	82535.5	408.5	82535.5	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs1024_zipf_0.2.log
current	aria	2	0.2	80	10	2048	0	27	81276.2	848.6	81276.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs2048_zipf_0.2.log
current	aria	2	0.2	80	10	4096	0	27	79272.1	1828.7	79272.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs4096_zipf_0.2.log
current	aria	2	0.2	80	100	1024	0	26	5886.3	12443.3	5886.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs1024_zipf_0.2.log
current	aria	2	0.2	80	100	2048	0	26	3061.9	15437.9	3061.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs2048_zipf_0.2.log
current	aria	2	0.2	80	100	4096	0	27	1546	17295.6	1546	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs4096_zipf_0.2.log
current	aria	2	0.4	50	10	1024	0	27	63723.3	2939.1	63723.3	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs1024_zipf_0.4.log
current	aria	2	0.4	50	10	2048	0	27	60190.1	5755.5	60190.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs2048_zipf_0.4.log
current	aria	2	0.4	50	10	4096	0	27	53002.2	10705	53002.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs4096_zipf_0.4.log
current	aria	2	0.4	50	100	1024	0	26	967.9	11320.1	967.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs1024_zipf_0.4.log
current	aria	2	0.4	50	100	2048	0	27	493.1	11999.7	493.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs2048_zipf_0.4.log
current	aria	2	0.4	50	100	4096	0	27	245.4	12042.6	245.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs4096_zipf_0.4.log
current	aria	2	0.4	80	10	1024	0	27	83420.8	649.6	83420.8	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs1024_zipf_0.4.log
current	aria	2	0.4	80	10	2048	0	27	80747.8	1377	80747.8	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs2048_zipf_0.4.log
current	aria	2	0.4	80	10	4096	0	27	77745.5	2945.7	77745.5	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs4096_zipf_0.4.log
current	aria	2	0.4	80	100	1024	0	27	4150.2	14281.8	4150.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs1024_zipf_0.4.log
current	aria	2	0.4	80	100	2048	0	27	2149.9	16691.7	2149.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs2048_zipf_0.4.log
current	aria	2	0.4	80	100	4096	0	26	1070.9	17770.7	1070.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs4096_zipf_0.4.log
current	aria	2	0.6	50	10	1024	0	27	56279.2	11714.4	56279.2	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs1024_zipf_0.6.log
current	aria	2	0.6	50	10	2048	0	27	49470.6	17908.6	49470.6	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs2048_zipf_0.6.log
current	aria	2	0.6	50	10	4096	0	27	39719.7	25816.3	39719.7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs4096_zipf_0.6.log
current	aria	2	0.6	50	100	1024	0	26	219.6	12478	219.6	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs1024_zipf_0.6.log
current	aria	2	0.6	50	100	2048	0	26	112.4	12585.2	112.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs2048_zipf_0.6.log
current	aria	2	0.6	50	100	4096	0	27	56.7	12640.9	56.7	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs4096_zipf_0.6.log
current	aria	2	0.6	80	10	1024	0	27	81471.9	3724.9	81471.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs1024_zipf_0.6.log
current	aria	2	0.6	80	10	2048	0	27	77618.9	6553.9	77618.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs2048_zipf_0.6.log
current	aria	2	0.6	80	10	4096	0	27	71359.1	10970.5	71359.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops10_bs4096_zipf_0.6.log
current	aria	2	0.6	80	100	1024	0	27	1302.9	18255.5	1302.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs1024_zipf_0.6.log
current	aria	2	0.6	80	100	2048	0	26	657.1	18798.9	657.1	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs2048_zipf_0.6.log
current	aria	2	0.6	80	100	4096	0	27	325.4	19335.4	325.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw80_ops100_bs4096_zipf_0.6.log
current	aria	2	0.8	50	10	1024	0	27	28175.6	43299.6	28175.6	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs1024_zipf_0.8.log
current	aria	2	0.8	50	10	2048	0	27	21518.4	49547.2	21518.4	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs2048_zipf_0.8.log
current	aria	2	0.8	50	10	4096	0	26	15322.6	54309.4	15322.6	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops10_bs4096_zipf_0.8.log
current	aria	2	0.8	50	100	1024	0	26	21.9	13494.9	21.9	/work/miyayu/aria_experiment/results/ycsb_aria_matrix/full_20260312_002912/current_aria_p12_t2_k40000_rw50_ops100_bs1024_zipf_0.8.log
